Crop,Geolocation,2013 Quarter1,2013 Quarter2,2013 Semester1,2013 Quarter3,2013 Quarter4,2013 Semester2,2013 Annual,2014 Quarter1,2014 Quarter2,2014 Semester1,2014 Quarter3,2014 Quarter4,2014 Semester2,2014 Annual,2015 Quarter1,2015 Quarter2,2015 Semester1,2015 Quarter3,2015 Quarter4,2015 Semester2,2015 Annual,2016 Quarter1,2016 Quarter2,2016 Semester1,2016 Quarter3,2016 Quarter4,2016 Semester2,2016 Annual,2017 Quarter1,2017 Quarter2,2017 Semester1,2017 Quarter3,2017 Quarter4,2017 Semester2,2017 Annual,2018 Quarter1,2018 Quarter2,2018 Semester1,2018 Quarter3,2018 Quarter4,2018 Semester2,2018 Annual,2019 Quarter1,2019 Quarter2,2019 Semester1,2019 Quarter3,2019 Quarter4,2019 Semester2,2019 Annual,2020 Quarter1,2020 Quarter2,2020 Semester1,2020 Quarter3,2020 Quarter4,2020 Semester2,2020 Annual,2021 Quarter1,2021 Quarter2,2021 Semester1,2021 Quarter3,2021 Quarter4,2021 Semester2,2021 Annual,2022 Quarter1,2022 Quarter2,2022 Semester1,2022 Quarter3,2022 Quarter4,2022 Semester2,2022 Annual,2023 Quarter1,2023 Quarter2,2023 Semester1,2023 Quarter3,2023 Quarter4,2023 Semester2,2023 Annual
Sugarcane,..REGION II (CAGAYAN VALLEY),283316.26,130711.08,414027.34,38813.66,38648.45,77462.11,491489.45,299606.44,136401.51,436007.95,88098.98,44970.44,133069.42,569077.37,292589.05,141069.96,433659.01,97605.46,52543.85,150149.31,583808.31,290251.41,110158.56,400409.97,108583.3,53008.33,161591.63,562001.6,165600.09,161655.41,327255.5,117070.72,13117.93,130188.65,457444.15,126380.59,158024.92,284405.51,109777.69,4547.35,114325.04,398730.55,103041.12,135867.39,238908.51,106837.33,4437.45,111274.79,350183.3,111361.18,88010.0,199371.18,114683.34,5039.45,119722.79,319093.97,85548.68,144434.9,229983.58,116486.79,5226.38,121713.17,351696.75,105270.3,142361.44,247631.74,116873.29,5256.28,122129.57,369761.31,118921.39,129802.08,248723.47,111988.36,5226.05,117214.41,365937.88
Sugarcane,..REGION III (CENTRAL LUZON),678274.6,878.03,679152.63,14.0,317803.0,317817.0,996969.63,585668.48,325.0,585993.48,15.0,337066.0,337081.0,923074.48,474890.22,125.15,475015.37,16.0,203408.0,203424.0,678439.37,453169.02,38862.66,492031.68,5.0,228290.65,228295.65,720327.33,570109.26,11405.5,581514.76,4.0,255971.58,255975.58,837490.34,488789.27,44505.15,533294.42,3.0,237028.76,237031.76,770326.18,307522.38,165.0,307687.38,1.5,96019.05,96020.55,403707.93,375885.57,173.25,376058.82,1.3,39241.72,39243.02,415301.84,387854.13,40920.5,428774.63,1.2,120787.24,120788.44,549563.07,232661.67,124.63,232786.3,1.15,125038.12,125039.27,357825.57,215150.7,135.25,215285.95,19.48,204212.03,204231.51,419517.46
Sugarcane,..REGION IV-A (CALABARZON),1316243.5,205918.54,1522162.04,,261823.39,261823.39,1783985.43,1237437.87,323589.11,1561026.98,,17048.93,17048.93,1578075.91,1143117.83,452945.94,1596063.77,,145642.4,145642.4,1741706.17,1141551.0,463027.49,1604578.49,,58966.63,58966.63,1663545.12,1152531.0,642707.78,1795238.78,,16.29,16.29,1795255.07,953514.02,667013.97,1620527.99,,49592.18,49592.18,1670120.17,1007497.27,101181.97,1108679.24,,23101.0,23101.0,1131780.24,868327.84,179620.57,1047948.41,,58207.0,58207.0,1106155.41,781831.99,428953.48,1210785.47,,130062.0,130062.0,1340847.47,791993.38,130363.0,922356.38,,203923.0,203923.0,1126279.38,372461.17,281756.6,654217.77,25422.0,196278.0,221700.0,875917.77
Sugarcane,..MIMAROPA REGION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane,..REGION V (BICOL REGION),142601.28,86407.39,229008.67,18780.2,11522.56,30302.76,259311.43,168650.55,67647.86,236298.41,13146.14,9794.39,22940.53,259238.94,130767.94,83998.02,214765.96,13470.47,10773.69,24244.16,239010.12,113865.13,124450.64,238315.77,14144.01,11635.53,25779.54,264095.31,93029.59,127510.69,220540.28,13012.55,12333.7,25346.25,245886.53,68103.32,129024.29,197127.61,13726.93,13531.14,27258.07,224385.68,115795.21,37874.14,153669.35,13615.76,14613.25,28229.01,181898.36,84934.28,94131.88,179066.16,13513.59,12448.88,25962.47,205028.63,61043.86,91223.77,152267.63,13380.66,11102.81,24483.47,176751.1,95239.06,52566.17,147805.23,13461.63,10922.44,24384.07,172189.3,82972.67,59323.22,142295.89,13352.84,11300.0,24652.84,166948.73
Sugarcane,..REGION VI (WESTERN VISAYAS),5362725.5,1301777.73,6664503.23,1048616.46,6172940.09,7221556.55,13886059.78,5793275.57,1566362.56,7359638.13,1280035.55,5884212.17,7164247.72,14523885.85,5627938.2,1230258.38,6858196.58,743806.05,5818514.39,6562320.44,13420517.02,5741675.97,1925017.55,7666693.52,327743.84,5359970.05,5687713.89,13354407.41,6592825.49,4231092.33,10823917.82,426227.92,5711022.08,6137250.0,16961167.82,5367525.49,3194812.83,8562338.32,847771.03,5284706.67,6132477.7,14694816.02,6055355.62,1435465.85,7490821.47,251982.93,4900122.6,5152105.53,12642927.0,6504025.44,2817783.62,9321809.06,346309.93,5611561.13,5957871.06,15279680.12,6228185.11,3240918.16,9469103.27,893789.21,5421629.83,6315419.04,15784522.31,5310885.11,1251552.43,6562437.54,1738764.7,5915394.66,7654159.36,14216596.9,4397038.73,1336565.58,5733604.3,1213038.9,6239736.76,7452775.66,13186379.96
Sugarcane,..REGION VII (CENTRAL VISAYAS),1117066.0,419876.31,1536942.31,41279.69,476238.0,517517.69,2054460.0,1315361.71,406516.0,1721877.71,56769.42,493844.0,550613.42,2272491.13,1310636.46,243157.32,1553793.78,23942.06,366519.0,390461.06,1944254.84,1260240.55,409343.11,1669583.66,20784.4,210207.02,230991.42,1900575.08,1310690.0,1098107.72,2408797.72,50339.0,325945.74,376284.74,2785082.46,1149200.72,854440.74,2003641.46,29468.37,410566.5,440034.87,2443676.33,1355856.16,348322.0,1704178.16,22815.5,354978.71,377794.21,2081972.37,1384395.7,584669.61,1969065.31,916.0,400871.41,401787.41,2370852.72,1277081.85,956008.56,2233090.41,21876.91,354041.75,375918.66,2609009.07,1243404.57,453937.46,1697342.03,6112.53,555182.68,561295.21,2258637.24,1057166.12,355413.58,1412579.7,15004.55,738688.73,753693.28,2166272.98
Sugarcane,..REGION VIII (EASTERN VISAYAS),246418.57,71856.95,318275.52,11.93,9.24,21.17,318296.69,103730.87,162487.01,266217.88,82414.77,9.76,82424.53,348642.41,138318.73,6.83,138325.56,10.81,41026.14,41036.95,179362.51,188567.85,97530.6,286098.45,10.91,47302.27,47313.18,333411.63,217082.06,96972.75,314054.81,11.03,59095.77,59106.8,373161.61,173065.26,115798.04,288863.3,11.15,26275.82,26286.97,315150.27,197005.54,54090.39,251095.92,11.4,8.27,19.67,251115.59,208289.05,142982.38,351271.43,15891.2,10.72,15901.92,367173.34,222332.0,88152.89,310484.89,11.72,11.04,22.76,310507.65,195349.65,70239.74,265589.39,15.17,18.91,34.09,265623.48,198035.98,47426.42,245462.4,10.47,18.09,28.56,245490.96
Sugarcane,..REGION IX (ZAMBOANGA PENINSULA),35.67,92.5,128.17,98.43,68.1,166.53,294.7,32.1,90.97,123.07,98.99,65.77,164.76,287.83,11.05,21.21,32.26,44.01,30.32,74.33,106.6,10.62,19.76,30.38,41.68,29.23,70.91,101.29,10.39,19.73,30.11,39.42,26.63,66.04,96.15,10.45,19.36,29.82,40.37,26.59,66.96,96.78,9.73,17.46,27.18,39.68,27.01,66.69,93.87,9.7,16.7,26.4,38.97,26.66,65.63,92.03,10.05,16.68,26.73,38.11,25.5,63.61,90.34,8.36,15.98,24.34,36.89,23.99,60.88,85.22,7.7,16.86,24.57,30.27,21.23,51.5,76.07
Sugarcane,..REGION X (NORTHERN MINDANAO),1808934.72,567082.55,2376017.27,,1120212.48,1120212.48,3496229.75,2080500.0,329177.89,2409677.89,,1031378.0,1031378.0,3441055.89,2001379.0,445868.0,2447247.0,,618216.45,618216.45,3065463.45,2308833.45,177130.0,2485963.45,,280820.0,280820.0,2766783.45,1932340.48,1879106.31,3811446.79,169069.0,609098.2,778167.2,4589613.99,1319880.82,965013.26,2284894.08,,783161.0,783161.0,3068055.08,1865032.0,388395.15,2253427.15,,491779.85,491779.85,2745207.0,1881936.7,955681.0,2837617.7,,370075.35,370075.35,3207693.05,1914822.85,1408749.3,3323572.15,,526325.65,526325.65,3849897.8,1803449.6,861324.15,2664773.75,,918911.25,918911.25,3583685.0,1484147.5,516788.6,2000936.1,0.15,1083509.35,1083509.5,3084445.6
Sugarcane,..REGION XI (DAVAO REGION),262269.34,57332.34,319601.69,51.77,118577.92,118629.69,438231.37,238423.66,7844.23,246267.89,41.41,89374.56,89415.97,335683.86,169874.91,38811.46,208686.37,35.34,21.45,56.79,208743.16,239138.52,31202.91,270341.43,35.28,20.19,55.47,270396.9,145124.09,202937.49,348061.58,31.74,54629.24,54660.98,402722.56,203599.62,119660.11,323259.73,29.81,69357.11,69386.92,392646.65,237304.41,17842.08,255146.49,27.61,18.75,46.36,255192.85,196461.16,78513.53,274974.69,27.65,19.2,46.85,275021.54,187563.55,113987.43,301550.99,27.13,18.37,45.5,301596.49,192640.42,56555.99,249196.41,27.25,17.63,44.89,249241.3,192288.21,11620.25,203908.46,26.42,17.82,44.24,203952.69
Sugarcane,..REGION XII (SOCCSKSARGEN),394100.97,186214.11,580315.08,13790.9,140981.47,154772.37,735087.45,374049.97,160651.3,534701.27,13440.78,84836.9,98277.68,632978.95,520627.79,36071.07,556698.86,13093.23,110590.86,123684.09,680382.95,389088.73,12364.58,401453.31,7617.21,28376.8,35994.02,437447.33,315840.2,241228.88,557069.08,7543.67,119789.79,127333.46,684402.54,275374.91,190552.38,465927.29,8382.43,115295.03,123677.46,589604.75,369923.2,72611.14,442534.34,8223.8,84559.02,92782.82,535317.16,453514.41,143464.0,596978.41,8046.02,78654.11,86700.13,683678.54,383448.66,328011.16,711459.82,7044.54,90848.72,97893.27,809353.09,380991.42,128329.45,509320.87,6366.43,157492.69,163859.13,673179.99,402872.14,64392.38,467264.52,6706.8,236059.15,242765.95,710030.47
Sugarcane,..REGION XIII (CARAGA),0.19,0.12,0.31,0.16,0.28,0.44,0.75,0.16,0.1,0.26,0.1,0.11,0.21,0.46,0.12,0.09,0.21,0.1,0.09,0.19,0.4,0.11,0.06,0.17,0.09,0.1,0.19,0.36,0.13,0.04,0.17,0.07,0.11,0.18,0.35,0.26,0.28,0.54,0.08,1.0,1.08,1.62,0.3,0.27,0.57,0.27,3.5,3.77,4.34,1.18,1.18,2.36,0.39,2.37,2.76,5.12,0.67,0.37,1.04,0.37,0.59,0.96,2.0,0.11,0.36,0.47,0.36,0.63,0.99,1.46,0.13,0.37,0.5,1.11,2.95,4.06,4.56
Sugarcane,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),41141.3,5483.37,46624.67,11.8,45572.94,45584.74,92209.41,40767.0,3961.78,44728.78,12.25,31623.2,31635.45,76364.23,70159.93,7314.05,77473.98,7.0,35862.2,35869.2,113343.18,23322.96,1790.97,25113.93,6.05,10945.88,10951.93,36065.86,39437.07,38389.3,77826.36,5.52,32062.4,32067.92,109894.29,55575.63,19898.14,75473.77,6.0,39162.96,39168.96,114642.73,56556.46,15332.39,71888.85,5.18,19416.68,19421.86,91310.71,74288.37,37725.51,112013.88,4.97,14611.95,14616.92,126630.8,75586.38,55609.64,131196.02,4.34,20779.56,20783.9,151979.92,71190.01,34000.71,105190.72,4.29,36276.06,36280.35,141471.07,124628.03,20400.48,145028.51,4.03,42773.38,42777.41,187805.92
Sugarcane for Centrifugal Sugar,PHILIPPINES,11476802.0,2892717.0,14369519.0,1089441.0,8610643.0,9700084.0,24069602.99,12028783.0,2978879.0,15007662.0,1418763.0,7926430.0,9345193.0,24352855.0,11692454.0,2509820.0,14202274.0,766463.0,7294125.0,8060588.0,22262862.0,11977128.0,3263576.0,15240704.0,347642.0,6197321.0,6544963.0,21785667.0,12406870.0,8604820.0,21011690.0,644512.0,7138152.0,7782664.0,28794354.0,10098585.0,6325395.0,16423980.0,876020.0,6987724.0,7863744.0,24287724.0,11598020.0,2440191.0,14038211.0,273669.0,5939348.0,6213017.0,20251228.0,12054517.0,5006146.0,17060663.0,361890.0,6541682.0,6903572.0,23964235.0,11501819.0,6785418.0,18287237.0,914278.0,6632709.0,7546987.0,25834224.0,10322481.0,3063080.0,13385561.0,1743427.0,7874857.0,9618284.0,23003845.0,8542782.0,2706134.0,11248916.0,1251524.0,8707968.0,9959492.0,21208408.0
Sugarcane for Centrifugal Sugar,..CORDILLERA ADMINISTRATIVE REGION (CAR),9815.0,800.0,10615.0,,,,10615.0,25536.0,,25536.0,,,,25536.0,28454.76,,28454.76,,,,28454.76,25617.5,,25617.5,,,,25617.5,16650.01,,16650.01,,,,16650.01,18045.0,,18045.0,,,,18045.0,20636.0,,20636.0,,,,20636.0,21865.0,,21865.0,,,,21865.0,11799.0,9250.0,21049.0,,,,21049.0,16507.0,5563.0,22070.0,,,,22070.0,14056.0,3692.45,17748.45,,,,17748.45
Sugarcane for Centrifugal Sugar,..REGION I (ILOCOS REGION),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane for Centrifugal Sugar,..REGION II (CAGAYAN VALLEY),163263.0,36691.0,199954.0,,,,199954.0,131765.0,,131765.0,,,,131765.0,142336.24,16533.0,158869.24,,,,158869.24,158466.5,28510.0,186976.5,,,,186976.5,86903.99,81125.0,168028.99,,,,168028.99,90946.0,71414.0,162360.0,,,,162360.0,76710.0,13505.0,90215.0,,,,90215.0,73246.0,13240.0,86486.0,,,,86486.0,47196.0,62902.0,110098.0,,,,110098.0,66028.0,60311.0,126339.0,,,,126339.0,79656.0,47847.55,127503.55,,,,127503.55
Sugarcane for Centrifugal Sugar,..REGION III (CENTRAL LUZON),673870.0,,673870.0,,317692.0,317692.0,991562.0,581982.0,,581982.0,,336951.0,336951.0,918933.0,472372.0,,472372.0,,203288.0,203288.0,675660.0,450776.0,38738.0,489514.0,,228178.0,228178.0,717692.0,569207.0,11232.0,580439.0,,255863.0,255863.0,836302.0,487866.0,44330.0,532196.0,,236919.0,236919.0,769115.0,306526.0,,306526.0,,95905.0,95905.0,402431.0,374911.0,1.0,374912.0,,39115.0,39115.0,414027.0,386875.0,40747.0,427622.0,,120685.0,120685.0,548307.0,231689.0,,231689.0,,124949.0,124949.0,356638.0,214193.0,,214193.0,,204106.0,204106.0,418299.0
Sugarcane for Centrifugal Sugar,..REGION IV-A (CALABARZON),1316191.0,205890.0,1522081.0,,261808.0,261808.0,1783889.0,1237381.0,323560.0,1560941.0,,17034.0,17034.0,1577975.0,1143018.0,452895.0,1595913.0,,145627.0,145627.0,1741540.0,1141449.0,462974.0,1604423.0,,58951.0,58951.0,1663374.0,1152430.0,642656.0,1795086.0,,,,1795086.0,953411.0,666961.0,1620372.0,,49571.0,49571.0,1669943.0,1007420.0,101157.0,1108577.0,,23101.0,23101.0,1131678.0,868259.0,179416.0,1047675.0,,58207.0,58207.0,1105882.0,781761.0,428741.0,1210502.0,,130062.0,130062.0,1340564.0,791887.0,130353.0,922240.0,,203923.0,203923.0,1126163.0,372325.0,281748.0,654073.0,25422.0,196278.0,221700.0,875773.0
Sugarcane for Centrifugal Sugar,..MIMAROPA REGION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane for Centrifugal Sugar,..REGION V (BICOL REGION),124926.0,60158.0,185084.0,,,,185084.0,149738.0,40086.0,189824.0,,,,189824.0,112523.0,59388.0,171911.0,,,,171911.0,95144.0,98364.0,193508.0,,,,193508.0,76555.0,103511.0,180066.0,,,,180066.0,50805.0,103105.0,153910.0,,,,153910.0,96601.0,10400.0,107001.0,,,,107001.0,65575.0,67846.0,133421.0,,,,133421.0,42687.0,67158.0,109845.0,,,,109845.0,76346.0,28324.0,104670.0,,,,104670.0,64527.0,34267.0,98794.0,,,,98794.0
Sugarcane for Centrifugal Sugar,..REGION VI (WESTERN VISAYAS),5324597.0,1295540.69,6620137.69,1048316.31,6147365.0,7195681.31,13815819.0,5755355.0,1559841.0,7315196.0,1279719.58,5858777.0,7138496.58,14453692.58,5588889.0,1223851.0,6812740.0,743507.94,5791368.0,6534875.94,13347615.94,5702281.0,1918402.0,7620683.0,327442.0,5333501.0,5660943.0,13281626.0,6551027.0,4223827.0,10774854.0,425921.0,5684623.0,6110544.0,16885398.0,5327549.0,3187764.0,8515313.0,847475.0,5260055.0,6107530.0,14622843.0,6014049.0,1429567.0,7443616.0,251676.68,4872368.0,5124044.68,12567660.68,6458324.0,2811838.0,9270162.0,346010.0,5583222.0,5929232.0,15199394.0,6180078.0,3235016.0,9415094.0,893494.0,5393162.0,6286656.0,15701750.0,5263110.0,1245727.0,6508837.0,1738480.0,5881578.0,7620058.0,14128895.0,4348486.0,1332201.0,5680687.0,1212847.0,6207468.0,7420315.0,13101002.0
Sugarcane for Centrifugal Sugar,..REGION VII (CENTRAL VISAYAS),1116881.0,419775.31,1536656.31,41124.69,476115.0,517239.69,2053896.0,1315169.0,405411.0,1720580.0,56639.42,493716.0,550355.42,2270935.42,1310252.0,242610.0,1552862.0,22955.06,365802.0,388757.06,1941619.06,1259757.0,408963.0,1668720.0,20200.0,209371.0,229571.0,1898291.0,1309857.0,1097695.0,2407552.0,49522.0,324936.0,374458.0,2782010.0,1148290.0,854222.0,2002512.0,28545.0,409405.0,437950.0,2440462.0,1354598.0,348186.0,1702784.0,21992.32,353587.0,375579.32,2078363.32,1382675.0,584449.0,1967124.0,,398848.0,398848.0,2365972.0,1275160.0,955724.0,2230884.0,20784.0,351841.0,372625.0,2603509.0,1240237.0,453615.0,1693852.0,4947.0,552599.0,557546.0,2251398.0,1053930.0,355168.0,1409098.0,13255.0,738687.0,751942.0,2161040.0
Sugarcane for Centrifugal Sugar,..REGION VIII (EASTERN VISAYAS),246410.0,71849.0,318259.0,,,,318259.0,103724.0,162480.0,266204.0,82404.0,,82404.0,348608.0,138313.0,,138313.0,,41016.0,41016.0,179329.0,188562.0,97524.0,286086.0,,47292.0,47292.0,333378.0,217076.0,96966.0,314042.0,,59085.0,59085.0,373127.0,173059.0,115791.0,288850.0,,26265.0,26265.0,315115.0,196999.0,54084.0,251083.0,,,,251083.0,208284.0,142976.0,351260.0,15880.0,,15880.0,367140.0,222327.0,88148.0,310475.0,,,,310475.0,195344.0,70233.0,265577.0,,,,265577.0,198027.0,47417.0,245444.0,,,,245444.0
Sugarcane for Centrifugal Sugar,..REGION IX (ZAMBOANGA PENINSULA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane for Centrifugal Sugar,..REGION X (NORTHERN MINDANAO),1808934.72,567082.55,2376017.27,,1120212.48,1120212.48,3496229.75,2080500.0,329177.89,2409677.89,,1031378.0,1031378.0,3441055.89,2001379.0,445868.0,2447247.0,,618216.45,618216.45,3065463.45,2308833.45,177130.0,2485963.45,,280820.0,280820.0,2766783.45,1932340.48,1879106.31,3811446.79,169069.0,609098.2,778167.2,4589613.99,1319880.82,965013.26,2284894.08,,783161.0,783161.0,3068055.08,1865032.0,388395.15,2253427.15,,491779.85,491779.85,2745207.0,1881936.7,955681.0,2837617.7,,370075.35,370075.35,3207693.05,1914822.85,1408749.3,3323572.15,,526325.65,526325.65,3849897.8,1803449.6,861324.15,2664773.75,,918911.25,918911.25,3583685.0,1484147.5,516788.6,2000936.1,,1083509.2,1083509.2,3084445.3
Sugarcane for Centrifugal Sugar,..REGION XI (DAVAO REGION),262220.09,57290.0,319510.09,,118538.19,118538.19,438048.29,238381.0,7809.0,246190.0,,89345.46,89345.46,335535.46,169839.08,38780.55,208619.63,,,,208619.63,239106.71,31181.0,270287.71,,,,270287.71,145093.0,202915.25,348008.25,,54609.5,54609.5,402617.75,203568.83,119639.0,323207.83,,69338.0,69338.0,392545.83,237274.0,17822.0,255096.0,,,,255096.0,196432.07,78494.7,274926.77,,,,274926.77,187535.7,113967.38,301503.08,,,,301503.08,192611.55,56536.4,249147.95,,,,249147.95,192260.05,11600.45,203860.5,,,,203860.5
Sugarcane for Centrifugal Sugar,..REGION XII (SOCCSKSARGEN),388554.83,172158.33,560713.16,,123354.03,123354.03,684067.19,368487.0,146553.51,515040.51,,67616.54,67616.54,582657.05,514919.75,22581.45,537501.2,,92950.0,92950.0,630451.2,383813.29,,383813.29,,28267.0,28267.0,412080.29,310295.0,227398.16,537693.16,,117879.5,117879.5,655572.66,269590.42,177258.58,446849.0,,113851.95,113851.95,560700.95,365620.0,61743.46,427363.46,,83194.79,83194.79,510558.25,448722.26,134480.05,583202.31,,77606.41,77606.41,660808.72,375992.34,319406.8,695399.14,,89857.34,89857.34,785256.48,374083.05,117093.81,491176.86,,156623.94,156623.94,647800.8,396547.49,55004.4,451551.89,,235149.7,235149.7,686701.59
Sugarcane for Centrifugal Sugar,..REGION XIII (CARAGA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane for Centrifugal Sugar,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),41139.35,5482.12,46621.47,,45558.3,45558.3,92179.77,40765.0,3960.6,44725.6,,31612.0,31612.0,76337.6,70158.17,7313.0,77471.17,,35857.55,35857.55,113328.72,23321.55,1790.0,25111.55,,10941.0,10941.0,36052.55,39435.52,38388.28,77823.8,,32057.8,32057.8,109881.6,55573.93,19897.16,75471.09,,39158.05,39158.05,114629.14,56555.0,15331.39,71886.39,,19412.36,19412.36,91298.75,74286.97,37724.25,112011.22,,14608.24,14608.24,126619.46,75585.11,55608.53,131193.64,,20776.01,20776.01,151969.65,71188.8,33999.64,105188.44,,36272.81,36272.81,141461.25,124626.96,20399.55,145026.51,,42770.1,42770.1,187796.61
Sugarcane for Ethanol,PHILIPPINES,119679.2,93171.59,212850.79,38391.83,39244.85,77636.68,290487.47,187524.47,136469.53,323994.0,89110.0,44811.0,133921.0,457915.0,169317.36,124515.6,293832.96,98760.0,52387.0,151147.0,444979.96,145950.36,80861.76,226812.12,108283.49,52847.78,161131.27,387943.39,85237.41,79714.81,164952.22,116736.84,12964.62,129701.46,294653.68,44871.04,85898.64,130769.68,109460.77,4416.52,113877.29,244646.97,33569.68,121682.95,155252.63,106527.22,4310.08,110837.3,266089.93,37619.31,74438.84,112058.15,114381.47,4902.8,119284.27,231342.42,37860.83,81277.49,119138.32,116188.7,5092.05,121280.75,240419.07,38712.7,81610.0,120322.7,116572.12,5122.09,121694.21,242016.91,38735.9,81538.35,120274.25,111687.74,5096.0,116783.74,237057.99
Sugarcane for Ethanol,..CORDILLERA ADMINISTRATIVE REGION (CAR),,,,,675.0,675.0,675.0,20250.0,850.0,21100.0,1350.0,,1350.0,22450.0,19513.0,750.0,20263.0,1450.0,,1450.0,21713.0,14634.0,24.0,14658.0,23.41,11.23,34.64,14692.64,7037.41,20.0,7057.41,,,,7057.41,9900.0,,9900.0,,,,9900.0,7650.0,,7650.0,,,,7650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane for Ethanol,..REGION I (ILOCOS REGION),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane for Ethanol,..REGION II (CAGAYAN VALLEY),119679.2,93171.59,212850.79,38391.83,38569.85,76961.68,289812.47,167274.47,135619.53,302894.0,87760.0,44811.0,132571.0,435465.0,149804.36,123765.6,273569.96,97310.0,52387.0,149697.0,423266.96,131316.36,80837.76,212154.12,108260.08,52836.55,161096.63,373250.75,78200.0,79694.81,157894.81,116736.84,12964.62,129701.46,287596.27,34971.04,85898.64,120869.68,109460.77,4416.52,113877.29,234746.97,25919.68,121682.95,147602.63,106527.22,4310.08,110837.3,258439.93,37619.31,74251.84,111871.15,114381.47,4902.8,119284.27,231155.42,37860.83,81083.01,118943.84,116188.7,5092.05,121280.75,240224.59,38712.7,81610.0,120322.7,116572.12,5122.09,121694.21,242016.91,38735.9,81538.35,120274.25,111687.74,5096.0,116783.74,237057.99
Sugarcane for Ethanol,..REGION III (CENTRAL LUZON),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane for Ethanol,..REGION IV-A (CALABARZON),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,187.0,,,,187.0,,194.48,194.48,,,,194.48,,,,,,,,,,,,,,
Sugarcane for Ethanol,..MIMAROPA REGION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane for Ethanol,..REGION V (BICOL REGION),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane for Ethanol,..REGION VI (WESTERN VISAYAS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane for Ethanol,..REGION VII (CENTRAL VISAYAS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane for Ethanol,..REGION VIII (EASTERN VISAYAS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane for Ethanol,..REGION IX (ZAMBOANGA PENINSULA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane for Ethanol,..REGION X (NORTHERN MINDANAO),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane for Ethanol,..REGION XI (DAVAO REGION),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane for Ethanol,..REGION XII (SOCCSKSARGEN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane for Ethanol,..REGION XIII (CARAGA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane for Ethanol,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
